iso3,country,measure,measure_name,unit,unit_name,year,obs_value,year_date
SRB,Serbia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,1.75,2019-01-01
SYC,Seychelles,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,3.98,2019-01-01
SLE,Sierra Leone,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,0.9,2019-01-01
SGP,Singapore,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,8.97,2019-01-01
SLB,Solomon Islands,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,0.49,2019-01-01
SOM,Somalia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,0.46,2019-01-01
ZAF,South Africa,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,1.7,2019-01-01
LKA,Sri Lanka,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,4.91,2019-01-01
SDN,Sudan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,0.71,2019-01-01
SUR,Suriname,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,0.59,2019-01-01
SYR,Syrian Arab Republic,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,1.28,2019-01-01
TWN,Chinese Taipei,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,9.29,2019-01-01
TJK,Tajikistan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,0.72,2019-01-01
TZA,Tanzania,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,0.84,2019-01-01
THA,Thailand,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,1.95,2019-01-01
TLS,Timor-Leste,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,1.16,2019-01-01
TGO,Togo,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,0.94,2019-01-01
TON,Tonga,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,1.81,2019-01-01
TTO,Trinidad and Tobago,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,19.32,2019-01-01
TUN,Tunisia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,1.79,2019-01-01
TKM,Turkmenistan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,2.11,2019-01-01
TCA,Turks and Caicos Islands,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,21.88,2019-01-01
TUV,Tuvalu,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,4.26,2019-01-01
UGA,Uganda,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,0.77,2019-01-01
UKR,Ukraine,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,1.5,2019-01-01
ARE,United Arab Emirates,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,4.9,2019-01-01
URY,Uruguay,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,1.48,2019-01-01
UZB,Uzbekistan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,0.97,2019-01-01
VUT,Vanuatu,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,0.51,2019-01-01
VNM,Viet Nam,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,1,2019-01-01
ZMB,Zambia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,0.4,2019-01-01
ZWE,Zimbabwe,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,0.81,2019-01-01
OECD_KEY_PART,OECD Key Partners,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2019,1.06,2019-01-01
AUS,Australia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.44,2018-01-01
AUT,Austria,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,4.14,2018-01-01
BEL,Belgium,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,5.69,2018-01-01
CAN,Canada,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.77,2018-01-01
CHL,Chile,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.54,2018-01-01
COL,Colombia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.42,2018-01-01
CRI,Costa Rica,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.38,2018-01-01
CZE,Czechia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,4.47,2018-01-01
DNK,Denmark,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,3.22,2018-01-01
EST,Estonia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.06,2018-01-01
FIN,Finland,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.26,2018-01-01
FRA,France,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,5.54,2018-01-01
DEU,Germany,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,5.96,2018-01-01
GRC,Greece,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,4.56,2018-01-01
HUN,Hungary,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.58,2018-01-01
ISL,Iceland,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,4,2018-01-01
IRL,Ireland,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,4.25,2018-01-01
ISR,Israel,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.34,2018-01-01
ITA,Italy,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,8.11,2018-01-01
JPN,Japan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,6.13,2018-01-01
KOR,South Korea,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,3.7,2018-01-01
LVA,Latvia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.51,2018-01-01
LTU,Lithuania,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.47,2018-01-01
LUX,Luxembourg,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,7.36,2018-01-01
MEX,Mexico,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.07,2018-01-01
NLD,Netherlands,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,10.65,2018-01-01
NZL,New Zealand,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.63,2018-01-01
NOR,Norway,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,3.84,2018-01-01
POL,Poland,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.53,2018-01-01
PRT,Portugal,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.63,2018-01-01
SVK,Slovak Republic,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,3.27,2018-01-01
SVN,Slovenia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,3.8,2018-01-01
ESP,Spain,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,5.66,2018-01-01
SWE,Sweden,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.61,2018-01-01
CHE,Switzerland,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,8.37,2018-01-01
TUR,Türkiye,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.84,2018-01-01
GBR,United Kingdom,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,6.2,2018-01-01
USA,United States,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,3.68,2018-01-01
EU27_2020,European Union (27 countries from 01/02/2020),DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,4.42,2018-01-01
OECD,OECD,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,3.56,2018-01-01
OECDSO,OECD Asia Oceania,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,3.52,2018-01-01
OECDE,OECD Europe,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,4.66,2018-01-01
AFG,Afghanistan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.27,2018-01-01
ALB,Albania,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.95,2018-01-01
DZA,Algeria,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.85,2018-01-01
AGO,Angola,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.76,2018-01-01
AND,Andorra,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.78,2018-01-01
ATG,Antigua and Barbuda,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,4.53,2018-01-01
ARG,Argentina,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.59,2018-01-01
ARM,Armenia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.99,2018-01-01
ABW,Aruba,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,7.86,2018-01-01
AZE,Azerbaijan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.33,2018-01-01
BHS,Bahamas,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,4.47,2018-01-01
BHR,Bahrain,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,5.1,2018-01-01
BGD,Bangladesh,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.89,2018-01-01
BRB,Barbados,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,3.34,2018-01-01
BLR,Belarus,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.78,2018-01-01
BLZ,Belize,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.74,2018-01-01
BEN,Benin,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.75,2018-01-01
BMU,Bermuda,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,29.06,2018-01-01
BTN,Bhutan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.54,2018-01-01
BOL,Bolivia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.66,2018-01-01
BIH,Bosnia and Herzegovina,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.41,2018-01-01
BWA,Botswana,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.89,2018-01-01
BRA,Brazil,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.85,2018-01-01
BRN,Brunei Darussalam,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,10.44,2018-01-01
BGR,Bulgaria,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.67,2018-01-01
BFA,Burkina Faso,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.49,2018-01-01
BDI,Burundi,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.45,2018-01-01
CPV,Cabo Verde,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.8,2018-01-01
KHM,Cambodia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.85,2018-01-01
CMR,Cameroon,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.98,2018-01-01
CYM,Cayman Islands,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,44.11,2018-01-01
CAF,Central African Republic,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.29,2018-01-01
TCD,Chad,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.19,2018-01-01
CHN,China,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.87,2018-01-01
COM,Comoros,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.09,2018-01-01
COG,Congo,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.52,2018-01-01
CIV,Côte d’Ivoire,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.17,2018-01-01
HRV,Croatia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,3.63,2018-01-01
CYP,Cyprus,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.85,2018-01-01
COD,Democratic Republic of the Congo,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.32,2018-01-01
DJI,Djibouti,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.84,2018-01-01
DMA,Dominica,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,6.45,2018-01-01
DOM,Dominican Republic,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.7,2018-01-01
ECU,Ecuador,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.92,2018-01-01
EGY,Egypt,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.9,2018-01-01
SLV,El Salvador,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.91,2018-01-01
GNQ,Equatorial Guinea,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,18.29,2018-01-01
SWZ,Eswatini,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.74,2018-01-01
ETH,Ethiopia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.56,2018-01-01
FRO,Faroe Islands,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,7.82,2018-01-01
FJI,Fiji,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.99,2018-01-01
GAB,Gabon,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.32,2018-01-01
GMB,Gambia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.03,2018-01-01
GEO,Georgia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.79,2018-01-01
GHA,Ghana,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.63,2018-01-01
GRL,Greenland,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,45.28,2018-01-01
GRD,Grenada,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,4.85,2018-01-01
GTM,Guatemala,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.43,2018-01-01
GIN,Guinea,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.34,2018-01-01
GNB,Guinea-Bissau,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.74,2018-01-01
GUY,Guyana,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.42,2018-01-01
HTI,Haiti,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.79,2018-01-01
HND,Honduras,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.11,2018-01-01
HKG,Hong Kong (China),DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,7.78,2018-01-01
IND,India,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.65,2018-01-01
IDN,Indonesia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.75,2018-01-01
IRN,Iran,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.95,2018-01-01
IRQ,Iraq,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,3.99,2018-01-01
JAM,Jamaica,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.4,2018-01-01
JOR,Jordan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.77,2018-01-01
KAZ,Kazakhstan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.26,2018-01-01
KEN,Kenya,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.28,2018-01-01
KIR,Kiribati,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.47,2018-01-01
KWT,Kuwait,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.46,2018-01-01
KGZ,Kyrgyzstan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.71,2018-01-01
LAO,Lao People’s Democratic Republic,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.61,2018-01-01
LBN,Lebanon,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.4,2018-01-01
LSO,Lesotho,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.09,2018-01-01
LBR,Liberia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.41,2018-01-01
LBY,Libya,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.95,2018-01-01
MAC,Macau (China),DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,26.21,2018-01-01
MDG,Madagascar,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.71,2018-01-01
MWI,Malawi,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.43,2018-01-01
MYS,Malaysia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.57,2018-01-01
MDV,Maldives,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.46,2018-01-01
MLI,Mali,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.34,2018-01-01
MLT,Malta,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,6.87,2018-01-01
MHL,Marshall Islands,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.76,2018-01-01
MRT,Mauritania,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.68,2018-01-01
MUS,Mauritius,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.87,2018-01-01
FSM,Micronesia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.9,2018-01-01
MDA,Moldova,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.28,2018-01-01
MNG,Mongolia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.32,2018-01-01
MAR,Morocco,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.34,2018-01-01
MOZ,Mozambique,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.63,2018-01-01
MMR,Myanmar,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.14,2018-01-01
NAM,Namibia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.63,2018-01-01
NRU,Nauru,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.44,2018-01-01
NPL,Nepal,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.67,2018-01-01
NIC,Nicaragua,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.66,2018-01-01
NER,Niger,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.32,2018-01-01
NGA,Nigeria,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.61,2018-01-01
MKD,North Macedonia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.63,2018-01-01
OMN,Oman,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.8,2018-01-01
PAK,Pakistan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.58,2018-01-01
PLW,Palau,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,4.86,2018-01-01
PAN,Panama,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,4.48,2018-01-01
PNG,Papua New Guinea,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.53,2018-01-01
PRY,Paraguay,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.68,2018-01-01
PER,Peru,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.69,2018-01-01
PHL,Philippines,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.24,2018-01-01
PRI,Puerto Rico,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,19.44,2018-01-01
QAT,Qatar,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,4.02,2018-01-01
RUS,Russia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.8,2018-01-01
RWA,Rwanda,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,0.91,2018-01-01
KNA,Saint Kitts and Nevis,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,5.88,2018-01-01
LCA,Saint Lucia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,6.75,2018-01-01
VCT,Saint Vincent and the Grenadines,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,3.1,2018-01-01
WSM,Samoa,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,1.51,2018-01-01
SMR,San Marino,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,919.08,2018-01-01
STP,Sao Tome and Principe,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2018,2.34,2018-01-01
