iso3,country,measure,measure_name,year,year_date,obs_value
SVN,Slovenia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,28.9
SWE,Sweden,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,51.5
SWE,Sweden,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,44.3
SWE,Sweden,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,51.2
SWE,Sweden,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,49.6
SWE,Sweden,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,43.3
SWE,Sweden,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,43.3
SWE,Sweden,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,43.3
SWZ,Eswatini,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,2
SWZ,Eswatini,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,2
SWZ,Eswatini,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,2
SWZ,Eswatini,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,2
SWZ,Eswatini,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,2
SWZ,Eswatini,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,2
SWZ,Eswatini,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,2
THA,Thailand,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,37.7
THA,Thailand,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,36.7
THA,Thailand,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,35.6
THA,Thailand,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,34.5
THA,Thailand,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,34.5
THA,Thailand,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,34.5
THA,Thailand,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,34.5
TJK,Tajikistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,2.6
TJK,Tajikistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,2.8
TJK,Tajikistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,2.9
TJK,Tajikistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,3.2
TJK,Tajikistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,4.3
TJK,Tajikistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,4.3
TJK,Tajikistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,4.3
TKM,Turkmenistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,4.9
TKM,Turkmenistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,5.9
TKM,Turkmenistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,8.3
TKM,Turkmenistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,8.3
TKM,Turkmenistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,8.3
TKM,Turkmenistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,8.3
TKM,Turkmenistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,8.3
TON,Tonga,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,17.3
TON,Tonga,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,17.3
TON,Tonga,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,17.3
TON,Tonga,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,17.3
TON,Tonga,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,17.3
TON,Tonga,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,17.3
TON,Tonga,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,17.3
TTO,Trinidad and Tobago,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,39.4
TTO,Trinidad and Tobago,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,39.4
TTO,Trinidad and Tobago,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,39.4
TTO,Trinidad and Tobago,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,39.4
TTO,Trinidad and Tobago,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,39.4
TTO,Trinidad and Tobago,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,39.4
TTO,Trinidad and Tobago,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,39.4
TUN,Tunisia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,11.6
TUN,Tunisia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,11.6
TUN,Tunisia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,11.6
TUN,Tunisia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,11.6
TUN,Tunisia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,11.6
TUN,Tunisia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,11.6
TUN,Tunisia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,11.6
TUR,Türkiye,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,32.1
TUR,Türkiye,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,34.5
TUR,Türkiye,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,35.5
TUR,Türkiye,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,33.2
TUR,Türkiye,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,32.4
TUR,Türkiye,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,32.4
TUR,Türkiye,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,32.4
UGA,Uganda,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,10.6
UGA,Uganda,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,10.6
UGA,Uganda,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,10.6
UGA,Uganda,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,10.6
UGA,Uganda,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,10.6
UGA,Uganda,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,10.6
UGA,Uganda,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,10.6
UKR,Ukraine,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,25.2
UKR,Ukraine,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,28.8
UKR,Ukraine,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,25.3
UKR,Ukraine,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,21
UKR,Ukraine,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,27.8
UKR,Ukraine,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,27.8
UKR,Ukraine,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,27.8
URY,Uruguay,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,15.1
URY,Uruguay,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,17.7
URY,Uruguay,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,21
URY,Uruguay,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,16.1
URY,Uruguay,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,16.5
URY,Uruguay,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,16.5
URY,Uruguay,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,16.5
USA,United States,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,47.9
USA,United States,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,47.6
USA,United States,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,47.5
USA,United States,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,45.5
USA,United States,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,45.5
USA,United States,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,45.5
USA,United States,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,45.5
UZB,Uzbekistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,22.4
UZB,Uzbekistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,19.9
UZB,Uzbekistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,17.6
UZB,Uzbekistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,17
UZB,Uzbekistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,19.4
UZB,Uzbekistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,19.4
UZB,Uzbekistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,19.4
VNM,Viet Nam,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,38.4
VNM,Viet Nam,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,37.7
VNM,Viet Nam,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,39.5
VNM,Viet Nam,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,38.3
VNM,Viet Nam,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,38.1
VNM,Viet Nam,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,38.1
VNM,Viet Nam,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,38.1
YEM,Yemen,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,2.1
YEM,Yemen,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,2.1
YEM,Yemen,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,2.1
YEM,Yemen,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,2.1
YEM,Yemen,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,2.1
YEM,Yemen,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,2.1
YEM,Yemen,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,2.1
ZAF,South Africa,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,24.4
ZAF,South Africa,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,24.4
ZAF,South Africa,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,24.4
ZAF,South Africa,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,24.4
ZAF,South Africa,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,24.4
ZAF,South Africa,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,24.4
ZAF,South Africa,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,24.4
ZMB,Zambia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,10.1
ZMB,Zambia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,10.1
ZMB,Zambia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,10.1
ZMB,Zambia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,10.1
ZMB,Zambia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,10.1
ZMB,Zambia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,10.1
ZMB,Zambia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,10.1
ZWE,Zimbabwe,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,9.5
ZWE,Zimbabwe,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,9.5
ZWE,Zimbabwe,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,9.5
ZWE,Zimbabwe,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,9.5
ZWE,Zimbabwe,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,9.5
ZWE,Zimbabwe,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,9.5
ZWE,Zimbabwe,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,9.5
